"ANO","MES","ICDV","GasolinaRegular","OCUPACION_HOT","M1","Ratio_M3-M1","EMBI-RD","IMAE","M2","Remesas","Reservas","TC venta","Turistas","IPC_VAR","COTIZANTES","CONSUMO_TC","LIMITE_TC","CREDITO.MN","RATIO_INCUMPLIMIENTO","TIPM_INTERBANCARIA","MH10A_INTERBANCARIA","MH10A","NET_INTEREST_INCOME_VAR","GROSS_CREDIT_INCOME_VAR","ITBIS","ITBIS_12m"
2022,4,207.223549796995,15184328.12,73.5,671529.692,2.854,3.96,111.13,1552785.65,809.85,14410.35,55.2,513.2,9.643,1977626,34793850104.91,251236428351.945,1147282.43492536,2.9867,7.213,0.83,8.04,-2.52961931118207,14.7483884949184,13848836511.61,147013977112.75
2022,5,221.22,15533904.11,67.6,656931.894,3.066,4.4,118.93,1537086.375,851.17,14248.94,55.32,453.37,9.473,2038706,40303072361.44,256377313469.071,1162428.56477521,2.4715,6.63,1.77,8.4,2.93906048734964,14.7512603721402,12830478609.17,148833211353.17
2022,6,224.020940517242,18955214.23,70.2,673994.811,3.023,4.56,116.35,1533270.955,803.84,14455.38,55,514.21,9.478,2018402,37233516798.45,260224348702.966,1183975.47629723,2.3705,7.807,0.96,8.77,1.88930753741021,14.1655546323734,13337852723.13,150869548783.01
2022,7,227.625734663118,15506105.76,77.4,673369.66,2.981,5.08,111.25,1545746.027,808.61,14170.97,54.72,591.08,9.435,2054737,37976991576.39,263508131440.638,1186347.86084334,2.1439,9.61,-0.45,9.16,3.09585622741969,13.7515419709739,12961796939.94,151918724009.41
2022,8,226.680175464223,15838066.09,76.4,670882.993,3.094,4.27,114.76,1548442.07,849.17,14019.47,53.88,502.28,8.796,2077092,42614548058.77,267738034663.15,1195277.06015649,2.076,8.814,1.04,9.85,3.25582259292367,13.9968768639255,13257421262.64,153541867466.62
2022,9,222.01707646282,18451040.35,60.3,664217.264,3,4.39,113.63,1559907.834,790.6,13806.19,53.52,341.72,8.626,2044732,39598269250.21,262561303119.358,1208293.96675401,2.055,8.626,1.39,10.02,2.19816362243879,12.7177135483076,13104151399.49,154804146307.05
2022,10,223.801005655034,14874010.94,66.1,666766.5,3.103,4.6,114.08,1564423.241,815.87,13545.29,54.05,400.37,8.235,1985841,41946700023.91,276083951916.057,1217200.92924677,2.0697,8.589,1.55,10.14,5.12114649501956,12.9453196616629,12059522441.45,154935243156.08
2022,11,223.309546787524,14476987.09,74,678815.831,3.209,3.87,118.79,1589896.551,787,13084.44,54.6,476.71,7.577,1996282,45396961272.54,283032525025.219,1234449.88284674,2.0148,9.676,0.41,10.09,5.63313995384319,12.8458720900154,13623873056.57,156886077225.16
2022,12,223.090079082362,19050779.01,73.8,751225.595,3.089,3.72,122.81,1686768.528,944.19,14436.53,55.66,582.13,7.827,2020997,45783941813.73,289413766322.143,1238085.84687832,1.9265,10.948,0.22,11.17,7.77158089936789,12.8994344204913,15110274518.22,159206917290.54
2023,1,224.331675034866,14632294.33,78.9,742247.309,3.075,3.66,117.29,1685070,802.02,14597.13,56.71,568.54,7.243,2020338,41843471691.48,291747459051.354,1244267.53553199,1.8932,11.069,1.16,12.23,18.3028725375313,11.5026456529038,18119697414.16,161664123120.77
2023,2,222.888485704726,14182184.68,82,719313.109,3.324,3.35,120.54,1651217.415,764.25,15586.97,56.15,567.96,6.378,2105974,39147878223.35,292743959194.394,1261683.49163088,1.8113,11.577,0.56,12.14,42.1318489555974,10.8240518740794,14378964315.77,164319429406.3
2023,3,220.9,18271633.15,77.5,718503.648,3.278,3.65,118.06,1682709.059,915.07,16016.56,55.1,640.63,5.899,2159049,44860267902.99,296474793722.298,1281000.55498422,1.8553,11.49,-0.27,11.22,40.6054709597675,11.6485425574516,16312029119.24,168944898311.39
2023,4,221.541621676754,14683886.64,78.5,728887.267,3.249,3.63,111.33,1705274.724,811,16154.84,54.91,587.47,5.152,2071926,40434289304.76,300003608911.219,1291572.57464611,1.8252,11.057,-0.17,10.88,37.1023711097864,11.9734276328549,15940615748.75,171036677548.53
2023,5,216.395572694098,14269080.15,71.8,723811.946,3.229,3.59,123.05,1730315.006,881.11,16184.7,54.69,518.94,4.431,2138001,48656844168.72,305373969284.335,1307513.94989574,1.886,11.331,-0.9,10.43,30.4972953882216,12.2251996652814,14604931064,172811130003.36
2023,6,217.714722139481,18446302.04,75,742214.135,2.911,3.36,117.39,1779631.679,846.41,16196.89,55.12,583.48,3.996,2099920,45152083708.62,313943211605.243,1362654.64534668,2.0062,11.136,-1.34,9.8,29.2246306353454,12.6340925395551,15586394344.98,175059671625.21
2023,7,215.129520134026,14789399.76,78.3,753773.473,3.098,3.08,115.92,1797687.674,889.38,15423.92,56.11,652.57,3.951,2107284,48132373778.34,330156702120.033,1382044.57335908,2.0792,10.465,-1.03,9.43,30.2119669728708,13.081254138042,15449856502.45,177547731187.72
2023,8,215.240365173612,18465176,74,770528.798,2.935,3.05,117.06,1821625.828,860.64,15827.37,56.78,555.22,4.269,2094278,49001484138.66,321255539416.436,1395591.93161618,2.1294,9.181,0.44,9.62,29.232374157061,13.4448530494785,15381625476.85,179671935401.93
2023,9,214.287359068695,14741403.73,60.9,738905.519,3.196,3.09,116.74,1828088.818,827.21,15851.05,56.91,389.36,4.41,2103843,46855591554.93,341449870369.648,1428915.26502519,2.3014,9.744,0.07,9.81,29.4703036024882,15.037737424983,15633250626.83,182201034629.27
2023,10,213.747517891464,14373829.77,63.7,755633.076,3.25,3.19,116.57,1858796.317,827.08,15329.18,56.88,441.72,4.346,2133925,51883882203.24,346266722067.913,1460346.08824678,2.4286,10.155,-0.33,9.82,26.3897402279884,15.7736038713371,14571841457.51,184713353645.33
2023,11,213.576591315087,18447848.67,77,763480.166,3.35,2.88,121.18,1884155.225,788.01,15044.5,56.99,542.24,4.004,2105433,54363456183.86,354372048159.623,1481622.5342574,2.5504,10.11,-0.14,9.97,25.5290158152142,16.3928231868116,15237703754.21,186327184342.97
2023,12,221.285756764183,16324976.57,79.3,819640.312,3.294,2.56,125.89,1974886.218,945.04,15457.67,57.54,682.69,3.569,2138144,53331391066.78,359790595631.388,1497662.78207375,2.6017,9.842,0.15,9.99,24.6606368966558,17.1011507097168,17372600056.85,188589509881.6
2024,1,222.831145415043,16094738.29,82.4,780572.683,3.504,2.55,122.78,1921540.608,902.35,14360.26,58.9,643,3.317,2093134,56086808644.55,425473399705.421,1515883.34519109,2.767,9.768,0.23,10,15.2524768125623,22.6592582056171,21796289636.18,192266102103.62
2024,2,223.777576031701,19345935.57,86.8,779112.808,3.596,2.39,129.47,1940691.503,898.47,14163.63,58.84,660.65,3.3,2138524,51691805202.92,431396368642.964,1533684.7421598,2.7451,9.92,0.14,10.06,12.0649527874006,26.1196854968615,17100714132.95,194987851920.8
2024,3,223.833831665387,15203028.73,83.8,782933.503,3.816,2.3,119.64,1966368.784,960.16,13807.66,59.17,726,3.385,2158279,53531421918.02,439838405098.307,1556990.20173143,2.8569,10.669,-0.59,10.08,13.9481255507764,25.7187461301179,16961623645.34,195637446446.9
2024,4,224.595042572921,15152819.83,79.8,767646.578,3.977,2.26,120.83,1963026.019,893.59,13787.78,59.16,608.14,3.032,2128643,NA,NA,1569237.83494236,2.9509,11.931,-2.23,9.7,17.7151197299785,25.8850487392742,18373084465.45,198069915163.6
2024,5,225.192066673339,18785001,72.6,785705.774,3.807,2.16,128.89,1992559.229,922.92,13931.31,58.73,566.82,3.196,2176498,155005530245.62,449875542071.29,1585789.84617528,2.9598,12.481,-2.58,9.9,18.3807069496682,25.9839012046673,16996997774.17,200461981873.77
2024,6,232.290258022816,15093919,76.4,764228.478,3.992,2.17,123.44,1998140.439,852.25,13384.88,59.35,624.88,3.463,2146387,54336755307.37,457775316862.524,1594194.42975433,2.9014,11.478,-1.63,9.85,15.8406374262064,25.6863889702454,16426908438.82,201302495967.61
2024,7,232.622692223153,15267577,78.7,781602.933,3.817,2.18,122.74,2023667.578,908.64,15287.17,59.28,664.92,3.539,2184125,66078104302.16,462603161258.743,1603052.0186375,2.9615,13.308,-3.45,9.86,13.4676526651753,25.7810294070946,16493356143.41,202345995608.57
2024,8,224.040068141155,19579426,73.2,791786.277,3.883,2.21,123.89,2053791.211,933.58,14864.18,59.78,551.63,3.424,2144976,61361109277.14,467685632811.256,1620401.90567555,3.0125,12.914,-3.13,9.79,13.2398695007871,25.2965332370547,17110264095.89,204074634227.61
2024,9,224.776246611218,15200290,60.7,782793.279,3.951,2.1,121.11,2036461.648,868.6,14468.81,60.08,378.95,3.286,2160783,59851427970.39,480678482206.626,1625599.01259198,3.045,12.688,-3,9.69,12.9329743596207,25.0869664296138,16900967903.64,205342351504.42
2024,10,224.161257575182,18137636,66.1,770332.681,3.928,1.97,122.93,2034603.911,897.03,13542.06,60.22,455.58,3.158,2206846,63016484507.42,486483699307.533,1637210.62108524,3.0492,12.452,-3.06,9.39,12.3331419723657,24.1574914890584,15209783028.52,205980293075.43
2024,11,223.893183857581,13839080,76.9,807747.547,3.755,2.04,125.94,2078416.568,826.63,13085.08,60.32,562.63,3.18,2157762,62795751887.66,492452007753.664,1659164.99482139,3.1246,12.337,-2.78,9.56,12.2425638161174,23.5634484718083,17037387294.13,207779976615.35
2024,12,224.256265009345,14654920,79.7,866350.065,3.795,2.03,129.75,2182684.532,994.75,13382.47,60.94,682.17,3.348,2219499,70265792883.35,499390448084.274,1651191.02414269,3.1912,11.719,-2.18,9.54,10.3087399282503,22.6874951817234,17538952070.83,207946328629.33
2025,1,232.165013860058,18497637.3,83.3,836128.243,3.791,2.03,125.59,2170770.441,935.64,12604.67,61.67,650.88,3.324,2123418,60517134977.54,503346347729.498,1656159.38275283,3.1575,11.612,-2.31,9.3,1.50795238117765,14.1677473457811,21901933042.67,208051972035.82
2025,2,232.017610257651,14156274.3,86.8,834907.445,3.842,2.04,130.34,2175447.283,916.99,14899.85,62.29,641.93,3.564,2158065,65446868329.78,569234531505.716,1661062.14543432,3.1586,10.934,-1.7,9.24,-0.623678386777403,10.9488815835866,17624734117.54,208575992020.41
2025,3,233.229194910857,14543086.74,81.6,834302.217,3.814,2.23,126.13,2153900.537,1110.26,14746.35,63.09,715.79,3.581,2230869,63140409849.76,516171352702.409,1672352.94306182,3.125,10.68,-1.14,9.54,-0.536369403398774,12.1546659619222,16953744973.96,208568113349.03
2025,4,232.155017144522,13993890.53,76.2,811973.192,3.868,2.52,122.86,2135758.098,954.58,15049.93,60.8,635.15,3.708,2226931,60800103300.19,515573444775.049,1689528.26554669,3.1552,10.482,-0.56,9.92,-2.18142194351794,12.3927135325959,18555039469.98,208750068353.56
2025,5,231.726955831448,17463031.09,72,812706.769,3.827,2.19,132.92,2152080.085,985.48,14638.68,59.15,560.55,3.836,2242332,85283018657.48,671916459786.272,1708569.83552546,3.3572,11.524,-1.43,10.09,-1.66188013779114,12.5623205172898,16861269223.76,208614339803.15
2025,6,231.151643093183,14234257.04,74,832222.83,3.788,2.16,124.78,2186771.632,923.79,14788.44,59.57,624.08,3.555,2226937,96198648869.15,782502260286.156,1721921.86530744,3.4145,12.591,-2.43,10.16,0.712054411530367,12.5889274912046,17399010778.91,209586442143.24
2025,7,231.544619600996,18230136.69,78.5,852600.339,3.89,1.99,126.33,2243480.198,1047.73,14198.99,60.67,699.41,3.4,2260926,68393421044.75,540631826264.42,1741560.22597335,3.46,12.246,-2.56,9.68,0.824937697231192,12.0016448926209,17189182837.24,210282268837.07
2025,8,231.380093742866,15228977,69.5,863494.986,3.752,1.89,125.75,2282679.768,1046.53,13882.68,62.29,569.65,3.714,2192103,65404258900.79,548592437814.979,1756484.63561767,3.19,10.708,-1.27,9.44,0.86694460635949,11.4432966745428,18612153368.38,211784158109.56
2025,9,231.689287347362,14690157,58.2,867745.808,3.808,1.79,122.45,2289813.562,991.8,13290.14,63,393.2,3.756,2255383,69194036344.41,553564370799.297,1769166.27361632,3.18,8.422,0.99,9.41,0.722461625692391,11.0863755760485,17448602375.39,212331792581.31
2025,10,237.28060803607,16868068.64,63,863225.375,3.878,1.79,123.15,2305476.922,965.62,14632.29,63.77,486.36,4.231,2281237,67659394561.33,559188643339.831,1778454.3062401,NA,7.137,2.38,9.52,1.15924659737516,11.3258319290744,16529426898.17,213651436450.96
2025,11,231.630517482322,12934284,77,880705.66,3.966,1.85,129.92,2313762.564,889.52,14269.42,63.89,608.19,4.811,2243854,65512413615.1,566292205413.263,1792369.09517962,NA,6.826,2.75,9.58,1.54642476395182,11.614867524249,17564784739.73,214178833896.56
2025,12,231.989763268025,NA,80.2,957811.688,3.744,1.75,132.75,2399479.011,1098.38,14686.72,63.64,756.57,4.952,2308549,78730443350.69,565733507343.444,1788828.07428431,NA,7.002,2.5,9.5,2.13326001714896,12.141671466662,19749555231.82,216389437057.55
2026,1,NA,NA,NA,940615.903,3.785,1.72,129.97,2381711.188,982.77,13951.89,63.51,709.89,4.984,2181704,57722503364.43,547613433641.939,1787226.60857563,NA,6.862,2.63,9.49,14.9276084159457,20.0460051901255,25142565080.96,219630069095.84
2026,2,NA,NA,NA,915858.13,3.965,1.76,135.38,2377028.879,887.64,16176.48,62.2,718.54,4.672,2272743,60564969034.18,573069678887.082,1816498.57086065,NA,7.368,2.02,9.38,12.7091284293867,19.4025829139153,19221940902.42,221227275880.72
2026,3,NA,NA,NA,928749.898,3.942,2.01,132.53,2345217.148,1149.2,16138.93,60.67,831.96,4.629,2325278,72254473209.51,567276676924,1834131.60752128,NA,7.816,1.47,9.29,9.47880067810852,18.3143946949457,19870518961.28,224144049868.04
2026,4,NA,NA,NA,913696.051,3.967,1.88,127.49,2360921.367,NA,15881.5,60.38,NA,5.114,2256214,64812980922.81,569396242265.536,1860284.45974574,NA,8.37,0.95,9.32,11.0422686829559,17.2048737128486,21422415701.76,227011426099.82
2026,5,NA,NA,NA,911264.276,3.919,1.76,NA,2367895.538,NA,15766.57,59.46,NA,NA,NA,65410183562.25,566906813612.167,NA,NA,8.674,0.59,9.27,11.9268050194067,16.2990173957957,NA,NA
2026,6,NA,NA,NA,912798.548,3.915,1.67,NA,2363363.753,NA,NA,NA,NA,NA,NA,19632953343.75,538077742895.904,NA,NA,8.51,0.69,9.2,NA,NA,NA,NA
